grade_section,gwa,remarks
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,84,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,87,VERY SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,75,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,92,OUTSTANDING
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,90,OUTSTANDING
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,91,OUTSTANDING
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - HYACINTH,82,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,81,SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,81,SATISFACTORY
GRADE 5 - HYACINTH,77,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,88,VERY SATISFACTORY
GRADE 5 - HYACINTH,91,OUTSTANDING
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,88,VERY SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,82,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,89,VERY SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,77,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,81,SATISFACTORY
GRADE 5 - HYACINTH,88,VERY SATISFACTORY
GRADE 5 - HYACINTH,81,SATISFACTORY
GRADE 5 - HYACINTH,85,VERY SATISFACTORY
GRADE 5 - HYACINTH,92,OUTSTANDING
GRADE 5 - HYACINTH,84,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,85,VERY SATISFACTORY
GRADE 5 - HYACINTH,88,VERY SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,85,VERY SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,84,SATISFACTORY
GRADE 5 - ROSAL,77,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,75,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,84,SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,76,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,81,SATISFACTORY
GRADE 5 - ROSAL,75,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,75,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,78,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,79,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,81,SATISFACTORY
GRADE 5 - ROSAL,78,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,77,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,75,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,77,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,76,FAIRLY SATISFACTORY
GRADE 5 - ROSAL,80,SATISFACTORY
GRADE 5 - ROSAL,83,SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,82,SATISFACTORY
GRADE 5 - ROSAL,83,SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,82,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,76,FAIRLY SATISFACTORY
GRADE 5 - ROSE,91,OUTSTANDING
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,91,OUTSTANDING
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,91,OUTSTANDING
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,82,SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
GRADE 5 - ROSE,90,OUTSTANDING
GRADE 5 - ROSE,92,OUTSTANDING
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,91,OUTSTANDING
GRADE 5 - ROSE,82,SATISFACTORY
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - ROSE,87,VERY SATISFACTORY
GRADE 5 - ROSE,76,FAIRLY SATISFACTORY
GRADE 5 - ROSE,76,FAIRLY SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - TULIPS,77,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,86,VERY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,77,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,79,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,77,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,86,VERY SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 6 - HONESTY,91,OUTSTANDING
GRADE 6 - INTEGRITY,77,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,80,SATISFACTORY
GRADE 6 - LOYALTY,78,FAIRLY SATISFACTORY
GRADE 6 - LOYALTY,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,75,FAIRLY SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,84,SATISFACTORY
GRADE 1 - BANANA,76,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,91,OUTSTANDING
GRADE 1 - BANANA,77,FAIRLY SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,83,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,79,FAIRLY SATISFACTORY
GRADE 1 - BANANA,78,FAIRLY SATISFACTORY
GRADE 1 - BANANA,75,FAIRLY SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,81,SATISFACTORY
GRADE 1 - BANANA,80,SATISFACTORY
GRADE 1 - BANANA,90,OUTSTANDING
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,77,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,83,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,85,VERY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,85,VERY SATISFACTORY
GRADE 1 - GRAPES,86,VERY SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,78,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,82,SATISFACTORY
GRADE 1 - GRAPES,84,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,80,SATISFACTORY
GRADE 1 - GRAPES,79,FAIRLY SATISFACTORY
GRADE 1 - GRAPES,81,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,84,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,90,OUTSTANDING
GRADE 1 - APPLE,78,FAIRLY SATISFACTORY
GRADE 1 - APPLE,81,SATISFACTORY
GRADE 1 - APPLE,78,FAIRLY SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,80,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,78,FAIRLY SATISFACTORY
GRADE 1 - APPLE,83,SATISFACTORY
GRADE 1 - APPLE,79,FAIRLY SATISFACTORY
GRADE 1 - APPLE,82,SATISFACTORY
GRADE 1 - CHICO,81,SATISFACTORY
GRADE 1 - CHICO,78,FAIRLY SATISFACTORY
GRADE 1 - CHICO,78,FAIRLY SATISFACTORY
GRADE 1 - CHICO,80,SATISFACTORY
GRADE 1 - CHICO,78,FAIRLY SATISFACTORY
GRADE 1 - CHICO,82,SATISFACTORY
GRADE 1 - CHICO,84,SATISFACTORY
GRADE 1 - CHICO,80,SATISFACTORY
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,88,VERY SATISFACTORY
GRADE 1 - CHICO,92,OUTSTANDING
GRADE 1 - CHICO,84,SATISFACTORY
GRADE 1 - CHICO,84,SATISFACTORY
GRADE 1 - CHICO,92,OUTSTANDING
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,91,OUTSTANDING
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,84,SATISFACTORY
GRADE 1 - CHICO,94,OUTSTANDING
GRADE 1 - CHICO,85,VERY SATISFACTORY
GRADE 1 - CHICO,88,VERY SATISFACTORY
GRADE 1 - CHICO,85,VERY SATISFACTORY
GRADE 1 - CHICO,82,SATISFACTORY
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,94,OUTSTANDING
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,84,SATISFACTORY
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,88,VERY SATISFACTORY
GRADE 1 - CHICO,80,SATISFACTORY
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,82,SATISFACTORY
GRADE 1 - CHICO,89,VERY SATISFACTORY
GRADE 1 - CHICO,77,FAIRLY SATISFACTORY
GRADE 1 - CHICO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,79,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,86,VERY SATISFACTORY
GRADE 1 - MANGO,86,VERY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,86,VERY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,81,SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - MANGO,85,VERY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,76,FAIRLY SATISFACTORY
GRADE 1 - MANGO,78,FAIRLY SATISFACTORY
GRADE 1 - MANGO,77,FAIRLY SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,78,FAIRLY SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,80,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 1 - POMELO,79,FAIRLY SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,84,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,82,SATISFACTORY
GRADE 1 - POMELO,83,SATISFACTORY
GRADE 1 - POMELO,81,SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,87,VERY SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,85,VERY SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,91,OUTSTANDING
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,89,VERY SATISFACTORY
GRADE 2 - AQUINO,78,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,85,VERY SATISFACTORY
GRADE 2 - AQUINO,78,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,87,VERY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,80,SATISFACTORY
GRADE 2 - AQUINO,86,VERY SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,82,SATISFACTORY
GRADE 2 - AQUINO,77,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,81,SATISFACTORY
GRADE 2 - AQUINO,79,FAIRLY SATISFACTORY
GRADE 2 - AQUINO,85,VERY SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,86,VERY SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,81,SATISFACTORY
GRADE 2 - GARCIA,79,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,86,VERY SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,84,SATISFACTORY
GRADE 2 - GARCIA,84,SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,82,SATISFACTORY
GRADE 2 - GARCIA,80,SATISFACTORY
GRADE 2 - GARCIA,77,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,85,VERY SATISFACTORY
GRADE 2 - GARCIA,83,SATISFACTORY
GRADE 2 - GARCIA,86,VERY SATISFACTORY
GRADE 2 - GARCIA,78,FAIRLY SATISFACTORY
GRADE 2 - GARCIA,90,OUTSTANDING
GRADE 2 - LAUREL,88,VERY SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,77,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,76,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,77,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,77,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,77,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,78,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,88,VERY SATISFACTORY
GRADE 2 - LAUREL,83,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,82,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,80,SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,78,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,86,VERY SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - LAUREL,81,SATISFACTORY
GRADE 2 - LAUREL,79,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,81,SATISFACTORY
GRADE 2 - MAGSAYSAY,85,VERY SATISFACTORY
GRADE 2 - MAGSAYSAY,79,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,77,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,79,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,79,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,83,SATISFACTORY
GRADE 2 - MAGSAYSAY,78,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,84,SATISFACTORY
GRADE 2 - MAGSAYSAY,79,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,78,FAIRLY SATISFACTORY
GRADE 2 - MAGSAYSAY,83,SATISFACTORY
GRADE 2 - MAGSAYSAY,83,SATISFACTORY
